""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"1"	1	0.302900578263296	0.385371677333773	0.485964757934328	0.334656774557964	0.535761982979357	0.343532653602003	0.36242049319318	0.447317887831953	0.51872424824562	0.302983388200641	0.286248808166625	0.288514908854719	0.373758094863062	0.473582794577812	0.325581695027063	0.50269298580975	0.345653391554
"2"	0.302900578263296	1	0.49008395712256	0.552505241874162	0.511102004664632	0.363227677872517	0.369340883901767	0.519144213383362	0.468585802543012	0.359269138373946	0.32312707136929	0.238974309618397	0.399049255492084	0.455380379973806	0.40677559193451	0.337711716866587	0.464224182460712	0.41847169193771
"3"	0.385371677333773	0.49008395712256	1	0.522808839672054	0.355620692915417	0.426781031761487	0.320819989101434	0.396941828264311	0.55794078517782	0.451063796172623	0.495318181679194	0.267467727251976	0.323987419750149	0.334629291253785	0.282210217604616	0.417250795604319	0.268766951981684	0.31792469076908
"4"	0.485964757934328	0.552505241874162	0.522808839672054	1	0.320093019117125	0.557542373390855	0.413190769539869	0.410037490708594	0.617018091169906	0.365457337863784	0.2805918032965	0.321224636640875	0.238643351868969	0.4537527396005	0.332271188289813	0.390425710921875	0.268625657451375	0.512612068281
"5"	0.334656774557964	0.511102004664632	0.355620692915417	0.320093019117125	1	0.331935840585248	0.344345637451357	0.393198043901597	0.348091426547605	0.383968437862979	0.307808348774166	0.3093417283802	0.423674706682563	0.308925992526696	0.479043372650294	0.314770062158411	0.499078402827175	0.319220874782611
"6"	0.535761982979357	0.363227677872517	0.426781031761487	0.557542373390855	0.331935840585248	1	0.382306277831581	0.368903694400115	0.494014666874603	0.48155527673231	0.321342034514181	0.305022976020297	0.340482191732778	0.342914963172026	0.451082594837192	0.341625483636168	0.399125248361299	0.446907377454519
"7"	0.343532653602003	0.369340883901767	0.320819989101434	0.413190769539869	0.344345637451357	0.382306277831581	0.425448667629022	0.323576363124215	0.288815079035888	0.350466693677012	0.298298881239148	0.325470500277362	0.465984153064281	0.393291886499567	0.344508303596721	0.284255066663643	0.291702590765188	0.39161749406683
"8"	0.36242049319318	0.519144213383362	0.396941828264311	0.410037490708594	0.393198043901597	0.368903694400115	0.323576363124215	1	0.354631312672875	0.30131457845528	0.25359014523375	0.283096149675875	0.285023595466125	0.270161538718625	0.315325561343813	0.332903824236125	0.410418012911875	0.42166344092825
"9"	0.447317887831953	0.468585802543012	0.55794078517782	0.617018091169906	0.348091426547605	0.494014666874603	0.288815079035888	0.354631312672875	1	0.458561741348899	0.391609392745188	0.2358576682625	0.26916819570075	0.432038148271	0.394579898515	0.49642876394875	0.3471864210025	0.35240221945225
"10"	0.51872424824562	0.359269138373946	0.451063796172623	0.365457337863784	0.383968437862979	0.48155527673231	0.350466693677012	0.30131457845528	0.458561741348899	1	0.470782050439153	0.267654470681944	0.611995981941458	0.247514683795639	0.550750859948785	0.469994115096806	0.495144452533389	0.354620184691181
"11"	0.302983388200641	0.32312707136929	0.495318181679194	0.2805918032965	0.307808348774166	0.321342034514181	0.298298881239148	0.25359014523375	0.391609392745188	0.470782050439153	1	0.2504012698035	0.434828661756625	0.22710726078425	0.233946184581375	0.35213705568525	0.2437845243055	0.2462824743515
"12"	0.286248808166625	0.238974309618397	0.267467727251976	0.321224636640875	0.3093417283802	0.305022976020297	0.325470500277362	0.283096149675875	0.2358576682625	0.267654470681944	0.2504012698035	1	0.2828354516605	0.172602026116	0.3378282135545	0.227013178681	0.329301527104	0.345645223056
"13"	0.288514908854719	0.399049255492084	0.323987419750149	0.238643351868969	0.423674706682563	0.340482191732778	0.465984153064281	0.285023595466125	0.26916819570075	0.611995981941458	0.434828661756625	0.2828354516605	1	0.234593501008	0.470062961415	0.4571953240045	0.4925543439545	0.3587088738025
"14"	0.373758094863062	0.455380379973806	0.334629291253785	0.4537527396005	0.308925992526696	0.342914963172026	0.393291886499567	0.270161538718625	0.432038148271	0.247514683795639	0.22710726078425	0.172602026116	0.234593501008	1	0.213490802885	0.272517409024	0.253188099684	0.268747891281
"15"	0.473582794577812	0.40677559193451	0.282210217604616	0.332271188289813	0.479043372650294	0.451082594837192	0.344508303596721	0.315325561343813	0.394579898515	0.550750859948785	0.233946184581375	0.3378282135545	0.470062961415	0.213490802885	1	0.4051468815165	0.617823303124	0.3625291327985
"16"	0.325581695027063	0.337711716866587	0.417250795604319	0.390425710921875	0.314770062158411	0.341625483636168	0.284255066663643	0.332903824236125	0.49642876394875	0.469994115096806	0.35213705568525	0.227013178681	0.4571953240045	0.272517409024	0.4051468815165	1	0.224530031716	0.188241441424
"17"	0.50269298580975	0.464224182460712	0.268766951981684	0.268625657451375	0.499078402827175	0.399125248361299	0.291702590765188	0.410418012911875	0.3471864210025	0.495144452533389	0.2437845243055	0.329301527104	0.4925543439545	0.253188099684	0.617823303124	0.224530031716	1	0.209051957284
"18"	0.345653391554	0.41847169193771	0.31792469076908	0.512612068281	0.319220874782611	0.446907377454519	0.39161749406683	0.42166344092825	0.35240221945225	0.354620184691181	0.2462824743515	0.345645223056	0.3587088738025	0.268747891281	0.3625291327985	0.188241441424	0.209051957284	1
