""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"32"	"33"	"34"	"35"	"36"	"37"	"38"	"39"	"40"	"41"	"42"	"43"	"44"	"45"	"46"	"47"	"48"	"49"	"50"	"51"	"52"	"53"	"54"	"55"	"56"	"57"	"58"	"59"	"60"	"61"
"45"	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	5	3	5	5	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	5	3	4	3	3	3	4	3	3	3
"46"	5	5	5	5	5	5	5	3	3	3	5	5	5	3	2	3	5	5	3	5	3	5	3	3	5	3	5	2	5	5	5	5	5	5	5	5	3	3	3	3	3	5	3	3	2	2	5	3	3	5	3	2	3	2	5	5	3	2	3	3	5
"47"	5	5	5	5	3	5	3	5	3	3	5	3	5	3	2	3	5	3	3	5	3	5	3	3	3	3	5	2	5	5	5	5	5	5	5	2	3	3	3	3	3	5	3	3	2	5	2	3	3	5	3	5	3	5	5	5	3	2	3	3	5
"48"	2	2	2	2	2	2	1	2	1	1	2	2	2	1	2	1	2	2	1	2	1	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	1	1	2	2	2	2	1	2	1	2	2	2	2	2	1	2	1	1	2
"49"	2	2	2	2	2	2	1	2	1	1	2	2	2	1	2	1	2	2	1	2	1	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	1	1	2	2	2	1	2	2	1	2	2	2	2	2	1	2	1	1	2
"50"	5	5	5	5	3	5	3	5	3	3	5	3	5	3	5	3	5	5	3	5	3	5	3	3	5	3	5	4	5	5	5	5	5	5	5	2	3	3	3	3	3	5	3	3	2	5	5	3	3	2	3	5	5	5	5	5	3	2	3	3	5
"51"	2	2	2	2	2	2	1	2	1	1	2	2	2	1	2	1	2	2	1	2	1	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	1	1	2	2	2	1	1	2	2	2	2	2	2	2	1	2	1	1	2
"52"	3	3	5	3	3	5	3	3	3	3	3	3	5	3	5	3	5	3	3	5	3	3	3	3	3	3	3	5	3	3	3	3	5	3	5	5	3	3	3	5	3	3	3	3	5	3	5	3	3	5	3	2	3	5	3	5	3	2	3	3	5
"53"	5	5	2	5	3	5	5	2	3	3	5	5	2	3	2	3	5	5	3	2	3	2	5	5	5	3	5	2	5	2	2	5	5	2	2	2	3	3	3	5	3	5	3	3	2	2	2	3	3	5	3	2	2	2	2	2	3	2	3	3	2
"54"	3	3	3	3	3	5	3	5	3	3	3	3	5	3	5	3	5	3	3	5	3	3	3	3	3	3	3	5	3	3	3	3	5	3	3	4	3	3	3	3	3	3	3	3	4	3	5	3	3	5	3	5	3	2	3	5	3	4	3	3	5
"55"	3	5	5	3	3	5	3	5	3	3	3	3	5	3	2	3	5	3	3	5	3	2	3	3	3	3	5	2	5	5	5	5	5	5	2	2	3	3	3	5	3	5	3	3	2	5	5	3	3	5	3	2	3	2	2	5	3	2	3	3	5
"56"	5	5	5	3	3	5	3	5	3	3	5	3	5	3	2	3	5	5	3	5	3	3	3	3	3	3	5	2	5	5	5	5	5	2	5	2	3	3	3	3	3	5	3	3	2	5	5	3	3	5	3	5	3	5	5	2	3	2	3	3	5
"57"	2	2	2	2	2	2	1	2	1	1	2	2	2	1	2	1	2	2	1	2	1	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	1	1	2	2	2	1	1	2	1	2	2	2	2	2	2	2	1	1	2
"58"	3	5	4	3	3	3	3	3	3	3	3	3	5	3	4	3	3	5	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	4	3	3	3	2	3	3	4
"59"	2	2	2	2	2	2	1	2	1	1	2	2	2	1	2	1	2	2	1	2	1	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	1	1	2	2	2	1	1	2	1	2	2	2	2	2	1	2	2	1	2
"60"	2	2	2	2	2	2	1	2	1	1	2	2	2	1	2	1	2	2	1	2	1	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	1	1	2	2	2	1	1	2	1	2	2	2	2	2	1	2	1	2	2
"61"	3	3	5	3	3	5	3	5	3	3	5	3	5	3	5	3	5	3	3	5	3	3	3	3	3	3	5	5	5	3	5	5	5	5	5	5	3	3	3	5	3	3	3	3	2	5	5	3	3	5	3	5	3	5	5	5	3	4	3	3	2
