,GSM39440,GSM39441,GSM39442,GSM39443,GSM39444,GSM39445,GSM39446,GSM39447,GSM39448,GSM39449,GSM39450,GSM39451,GSM39452,GSM39453,GSM39454,GSM39455,GSM39456,GSM39457,GSM39458,GSM39504,GSM39505,GSM39506,GSM39508,GSM39509,GSM39510,GSM39511,GSM39512,GSM39513,GSM39514,GSM39515,GSM39516,GSM39517,GSM39518,GSM39519,GSM39520,GSM39521,GSM39522,GSM39523,GSM39524,GSM39525,GSM39526,GSM39527,GSM39528,GSM39529,GSM39530,GSM39531,GSM39532,GSM39533,GSM39534,GSM39535,GSM39536,GSM39537,GSM39538,GSM39539,GSM39540,GSM39541,GSM39542,GSM39543,GSM39544,GSM39545,GSM39546
hnd-1 192707_at,0.161695773333333,0.475863506666667,2.54537723777778,0.517089468888889,1.87476707777778,0.150650482222222,0.502094237777778,0.858397697777778,2.16381039111111,1.13553704333333,3.29472880111111,0.251752004444444,0.428991813333333,1.70440807111111,3.36143048666667,1.02649577777778,1.66465789333333,2.72506588777778,2.79595906444444,0.207931106666667,0.0239148822222222,-0.0163362233333333,-0.00642103444444444,0.117503398888889,1.63079368888889,2.02133962,1.94506148222222,0.408883206666667,0.245236693333333,0.403004314444444,0.440028001111111,0.484436731111111,0.444137573333333,0.250702503333333,0.636999727777778,0.636009885555555,0.360387601111111,0.340780815555556,0.454018518888889,0.181454331111111,0.210048041111111,2.24318349,1.67864133777778,1.91984597666667,0.575152911111111,0.837006456666667,2.29727436888889,2.11978379111111,2.07779608666667,2.59599861333333,2.44641142555556,2.38288911666667,2.41632648,1.63989155444444,1.92860597444444,1.98204413333333,0.505036154444444,0.298577278888889,1.87637825111111,2.39078261111111,2.18888594333333
tbx-8 190477_at,-0.00731671222222223,0.135643478888889,0.990875315555556,0.152671826666667,0.294365633333333,0.238586214444444,0.0875275455555556,0.0977811944444444,0.511757638888889,0.60550856,1.28450584777778,0.0659653011111111,0.0853875811111111,0.456326007777778,0.691690826666667,0.104357577777778,0.406313123333333,0.711349344444444,0.96453172,-0.0195411433333333,0.0729866066666667,-0.00178957222222222,0.0246159955555556,0.01106579,0.356665938888889,0.84727788,0.71240563,0.144875805555556,0.0680988266666667,0.0665523933333333,0.0909220822222222,0.108255286666667,0.0790806433333333,0.0353579633333333,0.20535302,0.128979231111111,0.272192673333333,0.206939138888889,0.0539555322222222,0.0514089811111111,0.131461757777778,0.70515529,0.527800998888889,0.536970964444444,0.296422336666667,0.390340032222222,0.783005143333333,0.900049084444444,0.542781536666667,0.565346943333333,0.758323282222222,0.889853601111111,0.715637864444444,0.663443706666667,0.621933431111111,0.602212538888889,0.143656221111111,0.234382255555556,0.540530817777778,0.863490446666667,0.547482758888889
mab-21 188239_s_at,-0.00345335666666667,0.0202476855555555,0.0328628088888889,0.123303201111111,-0.0158889388888889,0.248860068888889,-0.0262976355555555,-0.0166928822222222,-0.0771504022222222,0.0814237022222222,0.859922506666667,-0.0187338955555556,0.0152056422222222,0.0115200766666667,0.958901233333333,0.0601388766666667,0.05957241,1.05161914444444,1.02090579,-0.0407921644444444,-0.187924006666667,-0.00155588333333334,0.130431407777778,0.0307185177777778,0.0166931233333333,0.01540553,-0.0631316766666667,0.0181840477777778,0.0715687033333333,0.0391466122222222,0.0867353755555555,0.0489298655555556,0.0504657488888889,0.09370553,0.115902157777778,0.08240749,0.0534669388888889,-0.0170339822222222,-0.00381001777777777,0.0754692733333333,0.0527542455555556,0.03941206,-0.106840505555556,-0.00964825222222222,0.0118545366666667,0.00394042111111112,-0.000739253333333338,-0.0379882933333333,-0.0250864366666667,-0.0343895122222222,-0.00385611222222221,0.0508993944444445,-0.0407530077777778,0.480867903333333,0.798713251111111,0.539568832222222,0.106595015555556,0.0922105966666667,-0.0115116522222222,-0.01478121,-0.0137410377777778
elt-3 175801_at,-0.00175490777777778,0.0128942011111111,-0.118129298888889,-0.0436927877777778,0.0756384577777778,0.179512742222222,-0.102518642222222,-0.0752359255555556,0.0292675977777778,0.317584342222222,0.812733054444444,-0.00298193777777778,-0.00367272,-0.00254654444444444,1.24820919222222,0.0182834177777778,8.48355555555648e-05,1.29082333777778,1.02227559777778,-0.0483025211111111,-0.106729206666667,-0.0168775144444444,0.0315318633333333,-0.0324452933333333,-0.103348597777778,-0.00160765,0.21528445,-0.0541975111111111,-0.0684729533333333,-0.0345862366666667,-0.0337934011111111,-0.0921236388888889,-0.0401104455555556,-0.10028657,0.00679643444444444,-0.05166748,-0.0846154444444445,-0.01334666,-0.03010326,0.00168068888888889,-0.0544824944444444,0.0510848488888889,0.00844411555555556,0.0482718777777778,0.02754934,-0.0337294877777778,0.0743204344444444,0.151512142222222,0.245939684444444,0.550560315555556,0.43318075,0.568197901111111,0.390546507777778,0.344522625555556,0.478418766666667,0.33641464,-0.0814867022222222,0.00282205333333334,0.0540638588888889,0.0518592722222222,0.29868474
nob-1 191468_s_at,-0.0620349644444444,-0.130182811111111,0.0022545,-0.150241195555556,-0.0726606855555555,-0.00840427111111111,-0.108375706666667,-0.174048316666667,0.0754359466666667,0.297646381111111,1.27533623555556,-0.0970447333333333,-0.163831363333333,-0.0138677544444444,0.832506642222222,-0.164529704444444,-0.126271258888889,0.974157972222222,1.29154835111111,-0.0899468911111111,-0.02958315,-0.149619778888889,-0.178412861111111,-0.171842054444444,-0.185723046666667,-0.0483246088888889,0.152448681111111,-0.0958720155555556,-0.109620538888889,-0.129108878888889,-0.103799041111111,-0.144934941111111,-0.109127427777778,-0.130703307777778,-0.16264424,-0.0765648744444444,-0.123288001111111,-0.125093131111111,-0.114229,-0.0878679311111111,-0.0588551433333333,-0.0871544022222222,-0.132848452222222,-0.119851495555556,-0.0901950211111111,-0.147663432222222,0.0567211155555556,0.13404489,0.584764861111111,0.6982071,0.617024545555556,0.708124092222222,0.554370508888889,0.599426248888889,0.390392648888889,0.455657317777778,-0.117920364444444,-0.145992153333333,-0.0668300266666667,0.0251960888888889,0.391858625555556
nhr-25 175663_at,-0.00899998,0.196963837777778,0.513928763333333,0.113525594444444,0.18183218,0.505493524444444,0.0379538733333333,-0.0125537033333333,0.962599831111111,1.70553341222222,1.92258640444444,0.109302916666667,0.238858882222222,0.363375097777778,1.76216713333333,0.133815278888889,0.0314336233333333,1.97442892,2.02434724555556,0.0771169388888889,-0.0878863266666667,0.0977789722222222,0.0260465733333333,0.0752276277777778,0.14449747,1.54006669111111,2.33504786333333,0.230755402222222,0.164770976666667,0.0991962866666667,0.147603303333333,0.152729597777778,0.101363985555556,0.171222651111111,0.223235638888889,0.158231074444444,0.0943121311111111,0.115619724444444,0.0538300466666667,0.117590266666667,0.0837382644444444,0.129509752222222,0.138042708888889,0.206460052222222,0.217920897777778,0.0919200788888889,0.243784613333333,0.209142667777778,0.854749017777778,0.506468935555556,1.84111982555556,1.94319380111111,1.94648820555556,1.46526169666667,1.27918607222222,1.53633967555556,0.225614326666667,0.315136194444444,0.169441283333333,0.323513476666667,0.555728584444445
unc-120 188706_at,-0.00500092222222222,0.0417119611111111,0.830734028888889,0.0857228111111111,0.203951246666667,-0.0759938355555555,0.0371857088888889,-0.00456262777777778,0.607813291111111,0.645755538888889,2.44073979333333,-0.0119997566666667,0.0155892411111111,0.467885698888889,2.16750337666667,0.0413350555555556,0.177222252222222,2.09082911555556,2.40229553111111,0.0391085033333333,-0.0385857577777778,-0.0278064722222222,-0.164263138888889,-0.0670990522222222,0.280857992222222,1.35512984333333,1.82656381666667,0.0187422055555556,0.03552004,-0.0187215666666667,-0.00782369,0.0392669855555556,0.0232449188888889,0.0941820888888889,0.151794284444444,0.0355788188888889,-0.00113957777777778,0.0411888377777778,-0.00035157888888889,-0.0335138888888889,0.0334577311111111,0.229027596666667,0.101922441111111,0.156858341111111,0.148242232222222,-0.0313654933333333,0.29671083,0.443768801111111,1.05362701222222,1.25083136888889,1.39140031222222,1.65891299111111,1.51821939777778,1.64819675111111,1.87380146888889,1.96678776888889,0.111298652222222,0.0431953355555556,0.253437318888889,0.116069782222222,0.974902881111111
hlh-1 193759_at,-0.0947662188888889,-0.0963072622222222,0.0370680488888889,-0.0734482177777778,-0.133143144444444,-0.110769303333333,-0.0737233177777778,-0.192585661111111,0.574923661111111,0.983848154444445,3.14069191,-0.140553533333333,-0.08084829,0.33485497,2.33893968333333,-0.0330518944444444,-0.132257881111111,2.22331803666667,2.69921287444444,-0.0961997044444444,-0.26718782,-0.145111745555556,-0.0487506611111111,-0.232222888888889,-0.204047608888889,0.580099382222222,1.82095228333333,-0.116697322222222,-0.13082983,-0.0653046288888889,-0.137659602222222,-0.0759367022222222,-0.0831912922222222,-0.120096801111111,-0.0696751211111111,-0.0903112188888889,0.213127911111111,0.266179916666667,0.154948193333333,0.04664834,0.188109257777778,-0.0324166055555556,-0.0368323744444444,-0.00916850888888889,0.309219568888889,0.153332397777778,-0.0877025822222222,-0.090814,0.566252536666667,0.525862188888889,1.14498249888889,1.30789326,1.16344017777778,1.45937524444444,1.26864416,1.60918446111111,-0.106947668888889,0.255243023333333,0.137895102222222,-0.0477811944444444,0.480137033333333
nhr-25 193001_s_at,-0.1134307,-0.109511561111111,-0.0846829933333333,-0.179199166666667,-0.0638591488888889,-0.0723508511111111,-0.0703447666666667,-0.0574361433333333,-0.000617560000000003,0.216591481111111,0.459953197777778,-0.0801047588888889,-0.0854487455555556,-0.00202391333333333,0.207553053333333,-0.0951421944444444,-0.122114211111111,0.2650881,0.410339641111111,-0.148708218888889,-0.0419099011111111,-0.172773342222222,-0.109522761111111,-0.195629828888889,-0.211040157777778,0.0262355155555556,0.358673224444444,-0.107810995555556,-0.18973514,-0.148537106666667,-0.0807131388888889,-0.161204887777778,-0.0751627488888889,-0.0611613822222222,-0.0916336633333333,-0.115576667777778,-0.0902367366666667,-0.147107802222222,-0.0889038977777778,-0.122103118888889,-0.0667383444444444,-0.158856105555556,-0.0707140111111111,-0.0974572933333333,-0.110697995555556,-0.10635628,-0.175572668888889,-0.0459444377777778,0.0941174288888889,0.0382377233333333,0.565538151111111,0.645436357777778,0.561866786666667,0.427358757777778,0.213393124444444,0.165943466666667,-0.0990505677777778,-0.156208238888889,-0.134217353333333,-0.141921944444444,-0.00619634666666667
nob-1 175771_at,-0.122881481111111,-0.112947164444444,0.252189791111111,-0.0519480977777778,-0.0318068688888889,-0.0638212466666667,-0.0311276555555556,-0.0617965333333333,0.836994328888889,0.821424493333333,2.43113611,-0.08556616,-0.111456717777778,0.162909504444444,2.61442709777778,-0.112438192222222,-0.0513026322222222,2.90401342444444,2.90691288777778,-0.100875946666667,-0.0381706644444444,0.00409673666666667,0.0882332511111111,-0.0813133833333333,-0.000710717777777779,0.708941903333333,1.59742228444444,-0.127778693333333,-0.102619876666667,-0.0238066988888889,-0.0916361166666667,-0.0918356611111111,-0.0786098777777778,-0.0850647777777778,-0.0340697577777778,-0.0782841033333333,-0.0176254688888889,-0.0365383777777778,-0.0564709455555556,-0.0475992266666667,-0.06898106,0.0669850966666667,0.0370604344444444,0.0641540388888889,-0.0439622977777778,0.00842301444444444,0.332155396666667,0.265379253333333,0.969578225555556,1.28055856333333,1.46052114777778,1.51885758,1.33842554555556,1.24521307888889,1.34223885666667,1.55183506777778,-0.118485977777778,-0.0845407833333333,0.105869118888889,0.15111025,0.962027628888889
