"pal-1",1
"tbx-8",2
"tbx-9",3
"elt-1",2
"hnd-1",2
"scrt-1",4
"cwn-1",2
"unc-120",5
"hlh-1",5
"nob-1",5
"elt-3",5
"nhr-25",5
"mab-21",6
"lin-26",7
